,episode_idx,round,topic,message,dodeca_response,memnet_response,knowledge,gold,dodeca_label,memnet_label
450,1,1,Bob Ross,thats cool what else?,he was one of the creators and hosts of that show,he was the creator and host of the joy of painting .,"He was the creator and host of ""The Joy of Painting"", an instructional television program that aired from 1983 to 1994 on PBS in the United States, and also aired in Canada, Latin America, and Europe.","He created the show ""The Joy of Painting""",0,0
451,2,1,Stamp collecting,I have always wondered how this works... grabbing popcorn this will be good,stamp collecting has been a popular hobby since the 19th century,it is one of the world ' s most popular hobbies .,It has been one of the world's most popular hobbies since the late nineteenth century with the rapid growth of the postal service.,its actually one of the world's most popular hobbies since the late 19th century,0,0
453,3,0,Quake (video game),My husband likes video games - I've heard there is one called Quake - do you know much about it?,i know it ' s a first person shooter game .,it ' s a first person shooter video game developed in 1996 .,"Quake is a first-person shooter video game, developed by id Software and published by GT Interactive in 1996.","Yes, O' my god. Love it! It's a first-person shooter developed by id software.",0,0
454,6,0,Pizza,,i love pizza ! it ' s my favorite italian dish .,pizza is a traditional italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese,Pizza is a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.,"I love pizza! This Italian dish with a crust, tomato sauce and cheese is delicious!",0,0
455,6,1,Pizza,"Oh yes, pizza is wonderful. I could eat it all the time, if it was made the way I like it.",i like to put vegetables and meats on mine .,"it can be topped with vegetables , meats , and condiments .","It can also be topped with additional vegetables, meats, and condiments, and can be made without cheese.","Yes, I like to add additional toppings like meats, vegetables and cheese!",0,0
456,6,2,Pizza,"I don't really like the veggies, I have tried peppers on it before, but it doesn't taste good.",i ' m sorry to hear that ! pizza is very popular in the us and europe .,pizza is one of the most popular foods in the world .,Pizza is one of the most popular foods in the world and common fast food item in Europe and North America.,"So, you like mainly meats? I understand why pizza is the most popular food throughout Europe and North America though. It's so yummy",0,0
457,217,1,Ice hockey,In high school many moons ago... our ice hockey team was the best in the state.,that ' s awesome . i ' ve never been to the north american hockey league .,the nhl is the strongest ice hockey league in the world .,North America's National Hockey League (NHL) is the highest level for men's ice hockey and the strongest professional ice hockey league in the world.,That's great!  Did you or any of your teammates go on to paly for the NHL or any other league?,0,0
458,10,0,"Nike, Inc.",,do you like nike ? they are a multinational corporation .,"nike is my favorite brand of footwear , apparel , and accessories .","Nike, Inc. (; ) is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services.",Soccer is my favorite sport. The American corporation Nike produces the best soccer cleats that I have ever tried!,0,0
459,11,0,The Story So Far (band),Have you ever heard of The Story So Far? They're my favorite band.,"i haven ' t heard of them , but i know they are from california .",they are a pop punk band from walnut creek california .,"The Story So Far is an American pop punk band from Walnut Creek, California, formed in 2007.",Story So Far is an American pop punk band.Do you love pop music?,0,0
461,233,1,Xbox,We have an Xbox 360 and an Xbox one but we hardly play them.,"i love my xbox 360 , its a great home game console .",i played the xbox 360 . it was developed by microsoft .,The Xbox 360 is a home video game console developed by Microsoft.,"Yea I remember when the The Xbox 360 came out, It was a fantastic developed by Microsoft. I play mine all the time.",0,0
462,15,1,Snowboarding,Is it like surfing or skateboarding?,"i ' m not really sure , but i do know that snowboards were inspired by skiing and sledding .","snowboarding was inspired by skateboarding , sledding and surfing .","The development of snowboarding was inspired by skateboarding, sledding, surfing and skiing.","As a matter of fact, it is! Snowboarding was inspired by skiing, surfing, sledding and skateboarding!",0,0
463,15,3,Snowboarding,Who was the crazy person that even invented this sport? They must have been crazy!,"that ' s a good question ! i don ' t know who invented it , but i do know that he was an engineer !",it was invented back in 1965 by sherman poppen .,"Modern snowboarding began in 1965 when Sherman Poppen, an engineer in Muskegon, Michigan, invented a toy for his daughters by fastening two skis together and attaching a rope to one end so he would have some control as they stood on the board and glided downhill.",Sherman Poppen! He was an engineer in Michigan. He invented the toy for his daughters by fastening two skis together. Guess what he called it?,0,0
466,16,1,Red hair,I know! i feel special! and also very rare taking in consideration that occurs more frequently (2–6%) in people of northern or western European ancestry and im from Canada!,red hair can vary from deep burgundy to strawberry blonde,red hair varies in hues from deep burgundy to strawberry blonde .,Red hair varies in hues from a deep burgundy or bright copper (reddish-brown or auburn) through to burnt orange or red-orange and strawberry blond.,"what shade of red is yours?  is it more burgundy, copper, strawberry blonde or reddish brown?",0,0
467,16,2,Red hair,"DO you know who emma stone is? exactly like her! how about you, any friend that is red head?","i don ' t know anyone with red hair , but i do know that red heads have fair skin and lighter eyes","i ' m not sure , but i do know that it ' s associated with fair skin color and lighter eye colors .","It is associated with fair skin color, lighter eye colors (gray, blue, green, and hazel), freckles, and sensitivity to ultraviolet light.","I do have a friend with red hair.  Bright red in fact.  I think its so pretty!  she has the freckles and fair skin, light eyes",0,0
468,17,0,Swimming,,i love swimming . it ' s one of my favorite recreational activities .,swimming is one of the most popular recreational activities .,"Swimming is consistently among top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum.",Swimming is my favorite form of exercise. It seems to be among the top recreational activities around the world.,0,0
469,17,1,Swimming,"Swimming is a splash of a time. What all do you do, swim with friends or a team?",i like to swim with my friends . it ' s a form of formalized sports .,i like to swim because it is a formalized sport .,"As a formalized sport, swimming features in a range of local, national, and international competitions, including every modern summer Olympics.","I usually just swim by myself doing laps, but I enjoy watching competitions, especially during the summer Olympics.",0,0
470,17,2,Swimming,"It sounds like you live a great and balanced life. Out of curiousity, why do you do it... fun, health or family thing?",i enjoy it because it is low impact compared to other activities like running .,i like to swim because it ' s low impact compared to running .,"As a result, swimming is “low-impact” compared to land activities such as running.",I used to be on swim team when I was younger and I loved it. Now that I'm older it's a good activity for me since it's low impact compared to running which hurts my knees.,0,0
471,18,1,Italian cuisine,I like Italian food too! I cook spaghetti quite often,italian cuisine has a lot of regional diversity in its cuisine .,italian cuisine is also known for its regional diversity .,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.","Italian food  tastes are regionally different , depending which part of the Italian boot one visits",0,0
472,19,0,Donald Trump,,donald trump is my favorite president of all time .,donald trump is the 45th president of the united states .,"Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.","People seem to either love or hate Donald Trump. He is the 45th president and had been in office since Jan. 20, 2017. Do you like him?",0,0
473,19,2,Donald Trump,I see. That makes sense. Can you tell me anything specific to his election and/or presidency?,he entered the presidential race in 2016 and won 16 of his 16 opponents .,"i ' m not sure , but he won the 2016 presidential race in 2016 .",Trump entered the 2016 presidential race as a Republican and defeated sixteen opponents in the primaries.,I don't know much in depth about his presidency just know some about him. He entered the race as Republican and actually defeated 16 other opponents in the primaries.,0,0
474,20,0,Reading (process),"Hi , Reading is a good habbit",i agree . it ' s a great way to acquire language and communicate ideas .,"me too ! it is a means of language acquisition , communication , and of sharing information and ideas .","Reading is a means of language acquisition, communication, and of sharing information and ideas.",I agree. Its a means of comprehensive and communication.,0,0
475,20,1,Reading (process),"Reading is a means of language acquisition, communication, and of sharing information and ideas.",it is also a great way to interact with the reader .,it is a complex interaction between the text and the reader,"Like all languages, it is a complex interaction between the text and the reader which is shaped by the reader’s prior knowledge, experiences, attitude, and language community which is culturally and socially situated.","Reading is complex in nature, but acquires an acquisition of text and the readers' prior knowledge to shape this interaction.",0,0
476,20,2,Reading (process),"Four types are reading skimming, scanning, intensive, extensive",reading takes a lot of continuous practice and development .,"reading requires continuous practice , development , and refinement .","The reading process requires continuous practice, development, and refinement.","Those processes require repeated practice, knowledge and retainment.",0,0
477,21,0,Obsessive–compulsive disorder,,have you ever heard of ocd ? it ' s when you feel like you have to check everything repeatedly .,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.","Hello, Obsessive-compulsive disorder is a mental condition where people perform repetitive movements such as turning lights on and off.",0,0
478,22,0,Bagel,I like to make bagels.,do you like to top your bagels with seeds ?,bagels are usually topped with poppy seeds or sesame seeds .,"Bagels are often topped with seeds baked on the outer crust, with the traditional ones being poppy or sesame seeds.",I enjoy eating them. They're usually topped with seeds baked on the outer crust. What kind of bagels do you like?,0,0
479,23,0,Starbucks,i love eating on starbucks have you been there?,"i haven ' t , but i know they were founded in 1971 in seattle .",i love starbucks ! it was founded in 1971 .,"Starbucks was founded in Seattle, Washington in 1971.","I have been, I love Starbucks! I even went to the original location in Seattle, which was founded in 1971.",0,0
480,23,1,Starbucks,"that is incredible, do you know who founded it?","i don ' t , but i do know that as of 2016 , there were 23 , 000 locations worldwide !","i ' m not sure , but they have 23 , 768 locations worldwide .","As of November 2016, it operates 23,768 locations worldwide.","I actually don't but Starbucks now has 23,768 locations worldwide. WOW!",0,0
481,236,2,Friends,Jennifer Aniston was my favorite.She is still nowadays but I feel in love with her watching Friends,"that ' s funny , i didn ' t know she was still around . she ' s been around since 1993 , right ?","me too ! it was originally called "" insomnia cafe "" .","Kauffman and Crane began developing ""Friends"" under the title ""Insomnia Cafe"" between November and December 1993.","She's a great actress for sure. It's hard to imagine the show was originally titled Insomnia Cafe, it sounds so out of place.",0,0
482,23,3,Starbucks,"in is really incredible, i really like their frapuchinnos",i love their whole bean coffee . it is so good .,"i ' m not sure , but i do know that they serve hot and cold coffee .","Starbucks locations serve hot and cold drinks, whole-bean coffee, microground instant coffee known as VIA, espresso, caffe latte, full- and loose-leaf teas including Teavana tea products, Evolution Fresh juices, Frappuccino beverages, La Boulange pastries, and snacks including items such as chips and crackers; some offerings (including their annual fall launch of the Pumpkin Spice Latte) are seasonal or specific to the locality of the store.","YEs, Starbucks really has a range of drinks! I like a pumpkin Spice Latte myself.",0,0
483,26,0,Skunk,I have always wanted a pet skunk. I'm not sure if that's a good idea though.,i ' ve heard they can spray a lot of strong unpleasant smells .,skunks are known for their ability to spray a strong unpleasant smell .,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,"It certainly seems risky as the animals are known for their ability to spray a liquid with a strong, unpleasant smell.",0,0
484,27,0,Lady Gaga,,i ' m a big fan of her . she ' s been around for a long time and has been very proactive in her work .,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,She is known for her unconventionality and provocative work as well as experimenting with new images.,"Lady Gaga is so weird but interesting as well, since she is so well known for her provocative and unconventional work.",0,0
485,28,0,The Beatles,,the beatles are one of my favorite bands . they ' ve been around since 1962 .,"have you ever heard of the song "" love me do "" ?","Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.","I love The Beatles, Love Me Do is one of my favorite songs of theirs, made all the way back in late 1962.",0,0
488,29,0,Vegetarianism,"hello, are you a vegetarian?","yes , i am a vegetarian . i don ' t eat meat .","yes , vegetarianism is the practice of abstaining from the consumption of meat","Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",It just so happens that I am. I abstain from eating meat.,0,0
490,32,0,Heavy metal music,,heavy metal is my favorite genre of music . do you like it ?,heavy metal has roots in blues rock and psychedelic / acid rock,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",Heavy metal music has roots in blues and acid rock.,0,0
491,33,0,Skateboarding,"Skateboarding is a hobby of mine, I am not good at it, but I like it",that ' s cool . it ' s a sport that involves performing tricks .,skateboarding is an action sport that involves riding and performing tricks .,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,"I used to skateboard, but I really didn't have a lot of tricks up my sleeve. Most of the time I was just babysitting my younger brother at skate parks.",0,0
493,34,0,Netflix,I love me some Netflix! Do you like it?,i do ! it ' s my favorite entertainment company .,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.","Yeah I love Netflix, which is an American company.",0,0
494,243,1,Beetroot,"Ha, yes! He is my hero! I love that show.",do you ever use beets as your food coloring ?,that ' s awesome ! beetroot is used as food coloring .,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",I found out beets are not only used for food but also food coloring and medacine,0,0
495,36,0,Yoga,I was thinking about becoming a yoga instructor but I don't know much about it. Do you?,"i ' ve never tried it , but i know it originated in india .","it is a group of physical , mental , and spiritual practices .","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","I do. The word yoga means ""listen"" in Sanskrit. It's a group of practices of both a physical and spiritual bent.",0,0
496,36,1,Yoga,Oh really? Listen....... that is interesting. I guess listen to your body?,"yes , you can do it both physical and meditative .","i ' m not sure , but i do know it has a meditative and spiritual core .","Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.","Kind of, yes. In India where yoga comes from, it is more than physical exercise. Meditation and spirituality are also an important part of the practice.",0,0
497,36,4,Yoga,"Yes, they are so merciful to bring this knowledge to the west. We are so fortunate!",i agree . there are also hatha and raja yoga .,the most well known types of yoga are hatha yoga and rāja yoga .,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,"Indeed we are. If you're looking to get into yoga, the two most popular types are Hatha yoga and Raja yoga. Might be worth looking into!",0,0
498,39,0,Toyota,,i drive a toyota . they are the worlds leader in selling hybrid electric cars .,toyota is one of the world ' s leader in hybrid vehicles .,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",Do you like Toyota vehicles?  They are the worlds largest market leader in sales of hybrid electric vehicles,0,0
499,40,1,Halloween,"Yeah, it's such a fun time! You can still have fun as an adult though. There's plenty of activities to do. Do you know how long people have been celebrating Halloween?","i ' m not sure , but it has been around for a long time . it originated from the celtic harvest festival .","i ' m not sure , but it originated from celtic harvest festivals .","It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.","Not exactly but it's believed that Halloween traditions date back to ancient Celtic harvest festivals, so it must be a really old holiday!",0,0
500,41,0,The New York Times,,have you ever read the ny times ? it ' s an american paper based in nyc .,have you ever been to new york york times ? it ' s a newspaper based in new york city .,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",The New York Times is a great newspaper.,0,0
501,41,1,The New York Times,Ok when was it founded?,"the newspaper has been around since 1851 , so it ' s been around a long time .",it was founded in 1851 and has won 122 pulitzer prizes,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.","It was founded a while back, in 1851.",0,0
502,249,1,Veganism,I do at the moment as I am a new comer to Veganism. Do you know much about it and what foods are best?,i do know a bit about it . the term vegan is often used to describe those who don ' t only follow the diet but also oppose using animal products for any reason .,"i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",When I was doing research into it I came accross a great group called Vegan action which give you so much info and advice. They also explained the different types of vegan to me - ie dietary vegans and ethical vegans.,1,0
503,42,0,Classical music,,do you like classical music ? it is rooted in western culture .,i love listening to classical music . it is rooted in western culture .,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",I greatly enjoy listening to Classical music. It has a rich history rooted in the traditions of Western culture.,0,0
504,44,0,Jamaica,,i ' ve always wanted to go to jamaica . it ' s an island in the sea .,have you ever been to jamaica ? it ' s an island country in the caribbean .,Jamaica () is an island country situated in the Caribbean Sea.,My favorite place to travel to is Jamaica! It's an island in the Caribbean sea! Have you been?,0,0
505,45,0,Snake,,"i ' ve always wanted to get a snake , but i ' m afraid they have a lot of joints .",do you like snakes ? they have skulls with more joints than their lizard ancestors ?,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.","I saw a documentary on snakes, did you realize they have skulls, that let them swallow prey much larger than their head?",0,0
507,46,2,Unicycle,the only thing i know about unicycles that they were make in the 1870s,"yes , they were patented in 1869 and published in 1881 .",it was first published in 1869 by frederick myers .,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,Yes there were a couple patents. One by Frederick Myers and the other by Battista Scuri.,1,0
508,47,0,Sculpture,,do you like sculpture ? it ' s a branch of visual arts .,sculpture is a branch of the visual arts that operates in three dimensions,Sculpture is the branch of the visual arts that operates in three dimensions.,"Sculpting or sculpture is a branch of the fine arts.  It is visual in nature, and it operates in three dimensions.  Do you know much about sculture?",0,0
511,49,1,Bible,I believe it also to be a guide for the best way to live our lives.,that ' s true . there are a lot of different authors that contributed to it .,there are many different authors that contributed to the bible .,Many different authors contributed to the Bible.,Many different authors contributed to the Bible with their sacred scriptures.,0,0
512,294,0,Caffeine,I dont believe in drinking any liquids with caffeine in it.  What do you think?,i don ' t either . it ' s the worlds most consumed drug .,caffeine is the world ' s most widely consumed psychoactive drug .,It is the world's most widely consumed psychoactive drug.,"Well i do, sometimes is scary because is the worlds most widely consumed psychoactive drug!",0,0
513,314,0,Arsenal F.C.,"Arsenal F.C. is my favorite football club, are you watching the World Cup?","no , i ' m not a big fan of the south england football league .","i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .","Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",Yes definitely! Arsenal are awesome because they're the first club from South of England to join the Football League.,1,0
515,59,1,Alcoholism,"My wife says my weakness is english grammer, but i know it is alcohol.  I sometimes crave a drink around holidays,","i ' m sorry to hear that . alcohol can affect a lot of parts of your body , including the brain and liver .","that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.","Understandable. It's supposed to be ""festive"", right?! And no doubt on the grammar, as alcohol makes a beeline for the brain (and other organs, like the heart, liver, pancreas....!)",0,0
516,59,3,Alcoholism,"Drinking makes it hard to type, so i was forced to choose between using the internet or drinking.  Hopefully i made the right choice.",that ' s a good choice . i ' m glad you made the decision to not drink . alcohol can cause mental illness - - and even cancer .,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .","This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.","You know what? I'm cheering for you. Obviously your brain is way to beautiful to waste. (And the spectre of cirrhosis, increased risk of cancer, etc .... good motivation)",0,0
517,60,2,List of Walt Disney Pictures films,Oh wow. Anything else you can tell me about their history?,"it was founded by brothers who were brothers , and it was established as a leading in the animation industry",walt disney was founded in 1923 by walt disney brothers .,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.","Yes In fact Disney was founded on October 16, 1923 by two brothers by the name of Walt Disney and Roy O. Disney",0,0
518,62,0,Burrito,My favorite food is burritos. They are delicious.,i love them too ! i love how they are made with wheat tortillas .,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",Interetingly burrito is a dish in Mexican and Tex-Mex cuisine,0,0
520,67,0,People for the Ethical Treatment of Animals,"Do you support PETA, People for the Ethical Treatment of Animals?","yes i do , peta is a great organization","yes , peta is an american animal rights organization .","People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.","yes. It's based in Norfolk, Va where I am from originally",0,0
521,69,0,Federal judiciary of the United States,"I'm about to work in the US Federal Judiciary, do you know anything about it?","yes , it ' s one of three branches of government .",it is one of the three co - equal branches of the federal government .,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,That's cool! The federal judiciary of the United States comprises one of three branches of the US federal government.,0,0
522,980,2,Divorce,I have heard that a divorce can take a while. Im guessing it has to go through the legal process at court?,"i ' m not sure , but most divorce laws are different in different countries .",i am not sure but divorce laws vary considerably around the world .,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.","Yes, it does need the sanction of a court  especially regarding alimony and child custody.",0,0
523,979,1,Guitar,I know how to play a few songs on a guitar. Mainly Nirvana and Metallica. Whos your favorite guitarists?,i like metallica the most . they are from california .,my favorite band is metallica . they are an american heavy metal band from los angeles .,"Metallica is an American heavy metal band from Los Angeles, California.",Oh nice. I was actually just listening to nothing else matters by tthe american heavy medal band. I also like nirvanna. I,0,0
524,975,0,Reading (process),Do you like to read?,i love to read . it ' s a complex cognitive process .,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).","Yes, I do like to read. It is the process of decoding symbols in order to derive meaning.",0,0
525,970,1,Blue,"its awesome, i love all the varieties",blue lies between green and violet on the visible light spectrum .,blue lies between violet and green on the spectrum of visible light,It lies between violet and green on the spectrum of visible light.,"For sure, blue falls between violet and green both great colors but Blue is superior.",0,0
526,969,0,Iceland,I've always wanted to go to Iceland. Have you ever been?,"i have never been to iceland , but i would love to visit the nordic island of europe .","i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .","Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",I've never been before.  Isn't that an island located in Europe?  Do you plan to go soon?,0,0
527,954,1,The Little Mermaid (1989 film),yes I remember seeing it a long time ago. When was it made?,it was released in 1989 to mostly positive reviews .,"i ' m not sure , but it grossed more than 211 million dollars .","The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.","It was released to theaters on November 17, 1989 and made $84 million during the initial release",0,0
528,939,2,Big Brother (franchise),Wow! That is ton of seasons. Where was the show first produced?,big brother was created in netherlands and was syndicated internationally,"i ' m not sure , but i do know that it was created in the netherlands .","Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",the show originally started in the netherlands in the 1990s,0,0
529,703,2,Titanic (1997 film),I didn't know that! I wonder how much money he made off the film? Probably a lot.,im not sure but i do know that the production budget was 200 million dollars .,"i ' m not sure , but i do know that the film was produced by $ 200 million .","It was the most expensive film ever made at the time, with a production budget of $200 million.",At the time it had the highest budget ever of over $200 million but considering it made over 2 billion means he probably made a ridiculous amount.,0,0
530,919,2,System of a Down,"Oh, is it good?",yes they are one of the best heavy metal bands ever,"i ' m not sure , but i do know that it was formed in 1994 .","System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",yea System of a Down is a great band,0,0
532,912,0,Grateful Dead,"Ever heard of Grateful Dead? I haven't really,",i ' ve heard of them . they ' re a rock band from california .,they are an american rock band formed in 1965 in california .,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",the grateful dead is an american rock bad,0,0
533,896,0,The Simpsons,Do you like the Simpsons? Bart is so funny,i love it ! it ' s my favorite animated sitcom .,"yes , it is an american animated sitcom created by matt groening .",The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,I do! The Simpsons was created by Matt Groening for Fox. It is one of my favorite shows!,0,0
534,894,1,Marriage,I'm not married. I wonder how the ritual of marriage started?,"i don ' t know how it started , but i do know that there are different cultures and religions .","i don ' t know , but i do know that the definition of marriage varies around the world .","The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",Im not sure but it does differ from culture to culture and between religions but typically it is an institution in which interpersonal relationships are acknowledged.,0,0
536,888,1,Florida,"Tell me more about Florida, have not been there before",florida ' s coastline is the longest in the us .,florida has the longest coastline in the contiguous united states .,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",It has the longest coastline in the contiguous US.,0,0
537,886,2,Country music,"I'm not sure, I grew up mostly in Dallas and Austin, so a lot of people from different states but specifically California have moved here. I mostly listened to Top Charts music growing up.","oh , i see . yeah , country music has been around since the 1920s , so it ' s been around a long time !",country music originated in the southern united states in the early 1920 ' s .,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,"Me too! Even though I grew up in the south, where country music first began in the 1920s. It's pretty popular down here!",0,0
538,876,0,Beer,Nice to meet you! I heard you're a beer fan. I also enjoy a beer now and again.,i love beer ! it ' s one of my favorite alcoholic drinks .,beer is one of the oldest alcoholic drinks in the world .,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",Yeah beer is great! It's one of the oldest and most widely drank beverages in the world.,0,0
539,876,2,Beer,That's amazing! What else can you tell me about beer?,"beer is made from cereal grain , which is most commonly used .","beer is brewed from cereal grains such as malted barley , wheat , and maize .","Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.","Well I know beer can be made from cereal grains like barley, wheat, maize and rice.",0,0
540,875,1,Ford Mustang,There have been so many different generations of them but I'm not sure how many.,they have been around since 1962 . the original mustang was two seater .,the first mustang was a two - seater concept car .,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,not sure how many generations there were but i know original 1962 Mustang was a two-seater car,0,0
541,874,0,Pink,Pink is my girlfriends favorite colors but I dont like it much,i love it ! it ' s the color of charm and politeness .,"pink is also associated with charm , politeness and sweetness .","According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.","I am like your girlfriend. I love pink which is the color most often associated with politeness, charm, tenderness and femininity.",0,0
542,864,3,Tour de France,Didn't he get his medals taken away?,i don ’ t think so . he was also banned from olympic sports in 2012 .,"i am not sure , but i do know that he was banned in the olympics .","However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.","Yes, and in 2012 he was banned from Olympic sports for life as a result of his",0,0
543,863,0,Hollywood,I love all the hollywood style movies,hollywood is a great place to visit . it ' s located in los angeles .,hollywood is located in the central region of los angeles .,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",Hollywood is such a great city! It's actually located in the central region of Los Angeles!,0,0
544,861,2,Coffee,Sounds perfect. I'm using Sumatran coffee beans - they're nice and strong too. When did coffee become so popular in the US?,"i don ' t know , but i do know that coffee plants have been cultivated all over the world .","i am not sure , but it is cultivated in over 70 countries .","Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.",By the late 1800's . Coffee plants are now cultivated in over 70 countries,0,0
545,860,2,Golden Retriever,What is the average lifespan of a Golden Retriever?,"i ' m not sure , but i do know that they are very well suited for suburban environments .",i ' m not sure but i do know that they are suited for suburban or country environments .,Golden Retrievers are well suited to residency in suburban or country environments.,They can live anywhere from 10-15 years and are are suited for suburban or rural environments.,0,0
546,857,1,Heavy metal music,It actually started in the UK in the late 60's .,really ? i didn ' t know that . do you know much about the lyrics ?,heavy metal lyrics are associated with aggression and machismo .,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,"Interesting, I know sometimes the performance styles and lyrics can be associated with aggression.",0,0
548,635,3,Pizza,"Oh, okay! Maybe I'll try all the toppings! Haha! Where did pizza originate?",pizza goes all the way back to ancient cultures .,the history of pizza goes back to ancient times .,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",Pizza has its origin in antiquity and later spread to various cultures,0,0
